-410.53902519,75.82258619,194.36248839,-230.39682383,-240.42490086,-582.31523685,140.61152126,-310.13430901,518.12755635,-610.05582126,-306.95295233,-211.10486265,-186.1129217,149.52664049,145.44136151
-152.86368184,-752.91152441,-557.18634232,-328.15509798,-113.96149247,118.85236357,-426.13959543,-403.3395497,-12.92900554,-506.49106294,-791.38054489,-419.18351899,-140.87815961,-347.09648013,224.97930117
52.01630182,-330.0885116,-320.34133846,-384.0703048,-57.56964281,165.93582759,-810.85970251,-430.85751141,210.52366485,-9.73410425,-402.76955818,-188.28534424,35.97159338,123.81706914,73.47538566
-73.27393274,-155.32951687,-424.86232004,165.55389244,251.66459981,85.77274297,-1.08473874,604.16420105,86.93692067,-82.28540105,-430.26742797,-52.79567741,-308.07271042,-438.2491168,126.65063924
19.13851236,263.04353443,39.47255143,45.29404033,151.46057937,-378.83576517,-404.87845707,-209.06632367,-211.56968319,-295.07963957,-212.16876168,-565.56480452,-156.78784795,-156.64606296,-364.80733645
-12.35322367,-102.01059799,-102.26182321,-17.59566979,-88.93752677,234.71670102,-284.58062241,152.10977842,100.30465869,-398.63775735,-399.37204965,-199.96307958,-511.7379107,-314.46011107,-327.99757989
221.13188166,-790.72123421,-623.49450912,7.38114182,-394.91558955,-98.29022885,-302.50511286,-444.13734042,-379.98938062,285.07433729,76.13826364,-855.48208092,-334.91814808,-465.22847034,-187.09813708
148.61239737,-460.33690457,-406.67359805,-280.37130839,-42.00332339,-58.54819352,-283.80586654,-255.91001415,-297.82112199,-218.25236677,49.07092023,-99.70088574,-17.27745877,-99.93306941,-285.29021118
79.62826607,-207.8315086,15.09002617,-364.41881493,86.8213708,-333.69797269,-188.84785909,-438.19485058,-585.03785617,84.32951941,-7.07643993,-375.84539953,201.29958817,-416.43597302,-80.86611846
-869.66369771,-720.21110316,-284.88815064,-184.22198029,-92.91568295,-382.13616573,-103.90836285,-490.11755802,81.02185664,-775.75864412,-173.23491318,-615.60000902,-185.43267357,-227.87332504,129.65966402
-408.33029244,-689.51483412,-120.99457464,-125.25418059,376.24872086,-72.10441349,-316.26698419,-66.16651313,-124.88582559,-279.90190535,-281.51319515,-420.61268086,-15.86361224,-326.30845581,-43.52689406
-226.02951244,-528.48310222,-232.96396815,-615.61807256,-132.94505176,-183.42298768,-814.57253426,-577.77945999,-466.54829972,-503.06731336,181.44904072,-54.53255804,-67.47899302,-501.97575529,-396.72463373
-79.48251167,-150.68504602,-102.12538439,-253.84324775,-122.12992356,-288.23433115,-272.14100137,239.5999995,-194.6132024,-407.70185003,223.64906806,-198.42081211,117.31605769,20.54278832,49.53359978
108.19756077,-198.37999094,-669.44463565,-188.1822821,83.69991031,-277.88326149,246.76661016,-519.18802068,-516.53777995,-161.75145404,-62.44398383,46.15038359,-188.42148151,-696.59986164,198.10401962
-55.78822768,-193.96357755,-441.62504193,-374.84505989,-132.14834624,297.89576659,103.66055112,-194.77712666,-203.82111428,-32.49210113,135.22379231,-138.0831132,-436.33807426,-265.05013539,-465.5885626
