1166900829	2204	2512	2768	3452
1176815256	188	203	209	249
1208787244	0	0	0	1977
1209897263	0	0	0	5290
1209976896	355	499	647	1117
1210059615	2203	2687	3082	4384
1210061766	0	0	0	6095
1210065423	0	0	1296	5385
1210067978	0	0	0	71
1210068037	1129	1401	1649	2920
1210068422	2000	2394	2630	3539
1210069044	292	384	445	676
1210071408	0	762	1938	6091
1210071889	281	369	447	736
1210072311	1054	1554	2071	5725
1210078337	646	871	1126	2125
1210104810	71	129	171	311
1210117562	92	185	242	1011
1210140002	13	25	34	89
1210154081	100	177	313	1255
1210160889	0	0	54	4855
1210173599	0	0	0	6176
1210190202	1097	2455	3135	6070
1210244795	0	0	0	6690
1210670948	9	813	1541	5090
1210972434	2105	2440	2859	5294
1210987335	0	1519	3761	11382
1211013096	1391	1506	1626	2052
1211032885	467	504	531	615
1211035351	2691	3700	4314	5924
1211038282	1348	1434	1505	1902
1211043579	892	917	936	1002
1211043580	153	156	160	192
1211043673	729	801	867	1282
1211044622	225	290	348	454
1211045085	6	17	21	31
1211045155	7	12	20	41
1211045344	1689	2871	3759	8723
1211046370	21	26	26	38
1211046648	327	1572	3079	5575
1211047851	247	554	971	3025
1211049730	29	39	45	79
1211070816	88	130	169	296
1211073745	0	1548	3303	6324
1211094530	0	24	875	5622
1211102437	70	448	1058	5517
1211156226	66	123	155	677
1211160043	110	165	224	423
1211183819	82	227	451	2543
1211191633	228	497	551	752
1211199643	0	0	30	1013
1211254928	0	133	1497	14723
1211298011	120	267	383	955
1211329649	68	169	221	402
1211368336	0	0	418	2742
1211371682	27	89	159	888
1211401452	58	368	570	4768
1211435891	278	731	1117	2294
1211467146	300	603	822	1618
1211486761	255	487	655	2270
1211492569	126	235	312	574
1211507627	0	0	0	1227
1211524749	0	0	9	1269
1211547413	211	714	1253	3538
1211617851	20	34	54	152
1211641915	0	0	0	1496
1211654682	245	348	495	552
1211657979	45	60	68	77
1211667084	9	9	9	10
1211693959	0	62	363	1221
1211712572	0	0	0	2572
1211741640	31	33	35	36
1211760487	10137	14627	17056	20916
1211783695	3261	3425	3542	3866
1211788535	1427	1750	2026	3047
1211791287	4258	5823	6903	10950
1211793602	143	170	187	259
1211795094	321	399	438	497
1211795425	3271	3669	3869	4120
1211795545	1403	1485	1565	1677
1211795556	397	780	1154	2207
1211795914	939	1067	1158	1432
1211796600	135	205	211	242
1211796627	141	166	184	244
1211797137	1041	1333	1572	2315
1211797367	1358	1593	1753	2261
1211797459	3986	5123	5870	8241
1211797655	654	721	756	948
1211797839	829	917	1025	1436
1211798271	2180	2491	2606	2931
1211821518	245	2458	4241	14517
1211823992	399	766	1246	3498
1211825372	121	505	934	2539
1211829749	116	197	291	539
1211835414	551	1431	2193	5989
1211842802	0	0	164	1020
1211857369	1	43	86	233
1211918444	0	0	0	1353
1211965403	0	0	0	7134
1212094571	927	1760	2455	6582
1212143223	31	716	1373	6691
1212164587	81	359	590	1538
1212214895	5	7	8	319
1212226214	230	445	639	1182
1212303426	3134	4010	4816	5482
1212405149	1004	1014	1021	1074
1212418219	399	401	416	462
1212448649	3191	3254	3312	3547
1212453831	71	72	74	80
1212459029	112	114	114	120
1212467004	649	661	667	689
1212484320	3799	4440	4874	6567
1212488284	4946	5525	5943	7156
1212497653	266	314	344	445
1212515012	2129	2389	2558	2960
1212516131	246	309	343	462
1212542346	576	776	904	2373
1212546629	1708	2138	2419	2815
1212546998	478	628	896	1976
1212547231	2049	2628	3144	4138
1212548238	1440	1646	1753	2093
1212548844	778	969	1092	1407
1212549131	481	491	493	524
1212550033	572	668	729	912
1212552032	1279	1522	1715	2231
1212552500	604	785	869	1080
1212553155	225	274	308	466
1212553439	151	171	195	248
1212554016	960	1138	1289	1828
1212572341	63	88	91	105
1212592961	0	0	15	66
1212597676	37	215	339	3949
1212607820	34	89	91	112
1212629860	0	0	0	974
1212665636	161	181	214	460
1212678375	65	210	370	789
1212705633	0	0	0	2084
1212749026	127	212	608	8844
1212786434	0	0	0	5363
1212811108	435	704	995	2180
1212831135	138	505	828	3191
1212839862	45	134	231	554
1212875876	1	3	89	8733
1212884136	0	0	0	14047
1212929065	60	572	976	3045
1212931811	7	203	669	6065
1212951564	0	0	0	2
1213113320	8284	12216	15801	25390
1213136819	43	86	114	162
1213143877	0	0	0	4320
1213236623	71	73	73	77
1213242692	640	662	687	761
1213253567	10	10	10	11
1213268131	2287	2366	2430	2622
1213269124	400	407	410	420
1213277895	4	4	6	8
1213280181	200	227	250	297
1213303072	46	48	53	58
1213303750	1220	1341	1427	1621
1213304759	5172	5331	5341	5364
1213304892	104	117	121	162
1213305182	817	881	942	1119
1213312009	293	323	336	393
1213312125	238	266	301	387
1213312969	153	2153	8524	25394
1213313173	110	137	157	218
1213315608	949	1184	1340	1550
1213316687	0	0	0	1
1213317614	2083	2345	2551	3544
1213322649	33	38	43	68
1213322855	6014	6926	7652	10715
1213339300	265	652	1149	2026
1213351810	813	1365	1859	3324
1213376752	452	843	1149	2020
1213381749	1	75	193	684
1214064027	360	432	484	662
1214066079	1723	2038	2218	2744
1214066184	787	814	854	1028
1214068876	165	215	263	564
1214081257	1962	2632	2983	4063
1214098261	250	613	973	8975
1214101364	7	178	336	1969
1214106132	93	185	251	417
1214166245	170	205	212	215
1214180633	0	62	198	1054
1214198940	105	195	234	2056
1214201714	6	86	379	1696
1214204327	0	1	2	474
1214213432	0	0	46	4109
1214325713	107	243	291	578
1214327430	9	73	102	282
1214339845	255	688	1191	6217
1214342287	9	15	21	110
1214343397	61	203	398	1265
1214345366	22	144	283	943
1214348624	0	0	0	2599
1214359588	143	378	589	1429
1214361579	232	479	711	2050
1214452604	256	766	1172	2900
1214498994	94	187	285	878
1214640116	0	0	0	2356
1214672637	543	1100	1699	4416
1214776384	296	480	609	875
1214823980	552	572	584	630
1214831398	72	120	156	274
1214833797	3372	4642	5169	6807
1214834426	257	296	309	363
1214834498	540	632	716	1121
1214835090	214	249	285	356
1214837923	565	602	627	713
1214839461	637	908	1109	1966
1214840758	819	1043	1219	2060
1214841328	930	1093	1200	3169
1214853794	1309	3646	5693	16078
1214857101	41	62	80	197
1214859094	35	61	90	257
1214859727	736	889	995	1434
1214866180	8	10	12	123
1214883982	452	946	1389	4587
1214887216	486	917	1267	2060
1214889993	9	11	15	54
1214913543	126	539	1008	2440
1214915880	0	0	0	130
1214921557	0	1	2	473
1214922738	0	2	93	3733
1214924678	5	75	177	4544
1214950271	6	25	34	357
1214955492	698	2810	5090	11019
1214985976	0	0	0	3211
1215017634	3	21	431	4911
1215038853	17	49	72	156
1215039351	458	1144	1688	4538
1215073139	1	2	4	36
1215087451	5	5	7	857
1215100543	3	5	14	94
1215107219	38	84	122	308
1215111004	0	0	0	1220
1215118153	1	2	3	428
1215149988	3	11	16	38
1215196777	18	42	60	75
1215226107	622	632	636	647
1215239457	107	107	107	108
1215318010	148	188	205	305
1215343785	1387	1809	2204	3036
1215344084	183	204	225	285
1215345374	106	115	124	150
1215346803	179	232	278	500
1215349138	388	520	604	2505
1215350296	1893	2366	2776	4315
1215350327	731	816	895	1265
1215352552	1210	1596	1941	3234
1215353138	366	476	570	881
1215353488	103	116	136	458
1215353592	2425	3029	3527	4825
1215354976	19	20	22	31
1215355740	871	1236	1584	4511
1215380109	53	317	563	1609
1215384277	17	21	33	62
1215400266	81	164	220	535
1215421367	39	484	953	2533
1215445418	4	8	8	99
1215487699	366	793	1175	2865
1215496433	0	5	338	4062
1215524536	0	0	0	10540
1215538015	0	395	885	4863
1215562148	2	3	3	266
1215566690	364	1645	3442	5730
1215570790	0	0	0	747
1215580701	561	1267	1889	6592
1215588576	17	48	64	92
1215592133	72	660	1202	3903
1215621660	1056	1246	1505	2738
1215632328	0	14	101	156
1215664549	16	159	260	1089
1215689025	19	65	70	198
1215713415	87	95	118	233
1215717400	372	382	391	409
1215792627	139	157	169	212
1215794668	362	404	431	563
1215795178	3328	3754	4099	5253
1215796155	1180	1392	1633	2090
1215797673	161	178	196	243
1215799648	2544	3558	4539	7882
1215800254	1705	2110	2396	3132
1215800361	250	337	416	596
1215800645	1066	1180	1255	1750
1215800855	594	701	767	931
1215801227	159	235	277	433
1215802519	314	415	479	624
1215803715	402	468	512	648
1215803900	4180	4586	4610	4665
1215804054	8349	10535	12501	31644
1215804566	487	548	589	744
1215805462	1153	1575	1969	2975
1215830543	0	0	1568	8988
1215837492	574	1393	2179	6594
1215866021	0	0	377	5207
1215892393	334	1136	1773	3928
1215929484	2	70	317	520
1215930448	3	108	176	401
1215945570	2	929	2191	13754
1215948992	16	310	598	1927
1215955737	959	2201	3425	5347
1215984442	0	0	162	1397
1215997667	1062	1682	2805	4773
1216015090	195	344	427	1012
1216020247	210	284	310	395
1216056096	28	40	52	99
1216073221	0	1	5	2150
1216109643	696	870	1007	1824
1216142550	1	1	1	460
1216209343	0	0	0	1131
1216213487	0	0	0	50
1216251812	0	0	0	1402
1216315401	0	0	170	177
1216401112	0	0	0	9
1216422729	1378	1503	1616	1852
1216433094	1017	1043	1059	1135
1216436520	153	177	198	312
1216439983	6811	7080	7277	7742
1216475069	5586	5685	5790	6217
1216501861	471	535	591	834
1216504673	5185	6006	6615	8446
1216509423	7020	8284	8962	11394
1216509699	774	848	907	1106
1216514141	651	737	798	914
1216514612	318	379	424	678
1216514709	1242	1797	2239	3922
1216514964	2948	3356	3720	4935
1216516508	1755	1858	1939	2138
1216517234	263	293	324	400
1216517626	12	18	21	31
1216518035	469	614	753	1079
1216518070	743	1088	1372	1976
1216518679	364	402	449	589
1216519044	83	556	1009	2362
1216520163	1843	2493	3011	6072
1216522810	310	449	544	825
1216540610	913	2962	4917	18749
1216542822	2802	3105	3287	3903
1216543366	191	238	280	446
1216547684	34	56	68	220
1216548763	609	907	1196	2522
1216552258	190	560	889	4812
1216566420	438	1784	3509	19295
1216567606	270	563	815	2058
1216583749	286	922	1548	4850
1216674306	2	3	3	9351
1216680092	0	0	0	6719
1216776815	13	60	141	394
1216778211	0	321	751	2028
1216788390	0	0	0	194
1216790290	0	0	0	1271
1216812221	63	100	146	271
1216821441	106	254	375	1195
1216839391	95	199	296	709
1216844786	103	276	363	2411
1216846522	371	705	1038	2413
1216853869	53	329	486	5008
1216864336	368	779	1021	1888
1216868726	302	678	981	2329
1216898745	5755	7084	8406	13061
1216963299	1	1	1	998
1217044870	533	916	1186	2252
1217046228	189	327	415	699
1217049389	0	0	0	159
1217050552	34	45	54	93
1217062468	1197	1834	2446	4272
1217124843	413	435	456	588
1217155250	238	292	368	515
1217200219	0	0	0	6919
1217226936	1971	2950	3515	4503
1217230053	148	161	170	2985
1217234281	1081	1259	1382	1795
1217238434	2387	2998	3467	4588
1217241386	962	1133	1244	1512
1217243172	732	894	995	1338
1217246419	4419	5428	6221	7622
1217250456	1408	1624	1757	2174
1217256138	52	128	181	333
1217292254	579	1080	1719	10789
1217304657	3325	8317	10835	23400
1217327391	754	2892	5528	21261
1217359415	70	294	445	2120
1217458828	292	528	703	1078
1217481202	486	3032	4440	13050
1217549040	1820	3098	4228	7761
1217620539	0	0	0	2718
1217626147	254	432	564	1238
1217658067	0	0	0	1440
1217802854	0	0	0	1317
1217824273	0	0	0	695
1217914286	232	235	240	294
1217929962	4946	5541	6030	8590
1217949997	3291	3425	3543	3972
1217958475	2231	2509	2768	4207
1217966343	384	421	437	519
